accession	tax_id	scientific_name	description	last_updated	base_count	first_public
AY364505	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	2005-04-16	880	2004-01-30
M17830	7227	Drosophila melanogaster	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	2006-11-14	2722	1991-07-01
AB669887	137074	Drosophila mayri	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.	2014-01-02	836	2014-01-02
AB669888	137076	Drosophila orosa	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.	2014-01-02	839	2014-01-02
AB932645	133978	Drosophila acutilabella	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.	2014-10-26	845	2014-10-26
AY154840	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AY154846	7263	Drosophila arizonae	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	879	2003-03-03
AY340289	40366	Drosophila americana	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	852	2003-08-13
AY364508	7230	Drosophila mojavensis	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase-2 (Adh2) gene, complete cds.	2005-04-16	880	2004-01-30
M17836	7227	Drosophila melanogaster	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.	2006-11-14	2770	1991-07-01
M55545	7241	Drosophila subobscura	Drosophila subobscura alchohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	2010-12-01	3980	1992-04-30
AB669855	94109	Drosophila watanabei	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.	2014-01-02	825	2014-01-02
AY044124	88883	Drosophila kohkoa	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	725	2002-08-06
AY044125	157059	Drosophila siamana	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	2006-11-14	725	2002-08-06
AY154853	7263	Drosophila arizonae	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
M17832	7227	Drosophila melanogaster	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.	2006-11-14	2727	1991-07-01
AB932647	30017	Drosophila arawakana	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.	2014-10-26	838	2014-10-26
AB194428	300357	Drosophila merina	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	2006-02-27	1800	2005-05-07
AF045114	30047	Drosophila sturtevanti	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AF045118	30042	Drosophila prosaltans	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AY154833	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154871	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	880	2003-03-03
AY154873	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	880	2003-03-03
AY165542	47314	Drosophila novamexicana	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.	2006-11-14	743	2003-05-01
AF045120	30039	Drosophila neocordata	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	2006-11-14	405	1998-06-02
AY154831	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	2005-04-16	880	2003-03-03
AY154875	7230	Drosophila mojavensis	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	2005-04-16	878	2003-03-03
AB194424	296643	Drosophila pseudoananassae nigrens	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	2006-02-27	1779	2005-05-07
AF348878	47315	Drosophila auraria	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	2006-11-14	667	2001-04-16
AF348885	137068	Drosophila subauraria	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	2006-11-14	667	2001-04-16
CK131258	7227	Drosophila melanogaster	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	2003-12-03	607	2003-12-03
CV790484	7245	Drosophila yakuba	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-11-12	726	2004-11-12
CV785893	7245	Drosophila yakuba	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-11-12	467	2004-11-12
BI628420	7227	Drosophila melanogaster	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.	2001-09-11	590	2001-09-11
BI571028	7227	Drosophila melanogaster	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	2001-09-07	676	2001-09-07
BI571793	7227	Drosophila melanogaster	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	2001-09-07	530	2001-09-07
BI571034	7227	Drosophila melanogaster	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.	2001-09-07	547	2001-09-07
CV042948	7240	Drosophila simulans	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.	2004-08-24	535	2004-08-24
AY695387	133974	Drosophila caribiana	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	2006-11-14	1141	2006-08-01
AA567713	7227	Drosophila melanogaster	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.	2001-04-25	281	1997-09-11
BF501656	7227	Drosophila melanogaster	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.	2001-04-26	371	2000-12-07
AA820792	7227	Drosophila melanogaster	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.	2003-12-03	587	1998-02-18
AF006565	7234	Drosophila persimilis	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	2005-04-15	3462	1997-09-11
KX384731	29030	Drosophila takahashii	Drosophila takahashii strain IND_DT_U7 alcohol dehydrogenase (Adh) and alcohol dehydrogenase-related protein (Adhr) genes, partial cds.	2017-01-03	2658	2017-01-03
X13812	7262	Drosophila affinidisjuncta	D.affinidisjuncta Adh gene for alcohol dehydrogenase	2006-11-14	3886	1992-04-21
X62223	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3477	1992-10-16
X62229	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3494	1992-10-16
X62217	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3468	1992-10-16
X62218	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3486	1992-10-16
AY331979	74550	Drosophila lini	Drosophila lini alcohol dehydrogenase gene, partial cds.	2005-04-16	785	2003-07-26
X62190	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3485	1992-10-16
X62210	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3454	1992-10-16
X62224	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3474	1992-10-16
X62235	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3479	1992-10-16
X64468	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3476	1992-10-16
X64487	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3474	1992-10-16
X62221	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3483	1992-10-16
X62232	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3499	1992-10-16
X62183	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3499	1992-10-16
X64470	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3498	1992-10-16
X64476	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3457	1992-10-16
X62196	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3479	1992-10-16
X62211	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase	2006-11-14	3475	1992-10-16
AY006415	32382	Drosophila heteroneura	Drosophila heteroneura alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY750145	311478	Drosophila bai	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
DQ471660	7224	Drosophila hydei	Drosophila hydei alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
AB026535	30047	Drosophila sturtevanti	Drosophila sturtevanti gene for alcohol dehydrogenase, partial cds.	2005-04-14	849	1999-10-29
AY750119	65966	Drosophila tsigana	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750131	311475	Drosophila yunnanensis	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
DQ471631	381453	Drosophila beppui	Drosophila beppui alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
HQ631475	111875	Drosophila jambulina	Drosophila jambulina alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
HQ631480	307242	Drosophila ohnishii	Drosophila ohnishii alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
U63563	7262	Drosophila affinidisjuncta	Drosophila affinidisjuncta alcohol dehydrogenase (Adh) mRNA, complete cds.	2005-04-18	898	1996-09-13
AF059888	7221	Drosophila funebris	Drosophila funebris alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	290	1998-04-28
AF081357	7259	Drosophila tolteca	Drosophila tolteca alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-15	425	1999-01-18
AY006418	46895	Drosophila cyrtoloma	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.	2005-09-26	510	2001-09-04
AY750137	311482	Drosophila pseudosordidula	Drosophila pseudosordidula alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
HQ631478	233251	Drosophila madikerii	Drosophila madikerii alcohol dehydrogenase (adh) gene, partial cds.	2012-01-02	290	2011-08-30
M36580	7227	Drosophila melanogaster	D.melanogaster alcohol dehydrogenase (Adh) gene, complete cds.	2006-11-14	2686	1990-08-30
M60998	7229	Drosophila miranda	Drosophila miranda alcohol dehydrogenase (adh) gene, complete cds.	2006-11-14	3461	1992-04-30
X68164	7237	Drosophila pseudoobscura	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS309)	2006-11-14	3443	1992-10-08
AY750120	65966	Drosophila tsigana	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750126	30041	Drosophila polychaeta	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
AY750141	311478	Drosophila bai	Drosophila bai alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	911	2005-12-31
DQ471635	381471	Drosophila quadrisetata	Drosophila quadrisetata alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471637	381475	Drosophila velox	Drosophila velox alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
DQ471663	40371	Drosophila lummei	Drosophila lummei alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
U26844	40372	Drosophila americana texana	Drosophila texana alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-17	950	1995-07-05
U26841	40369	Drosophila lacicola	Drosophila lacicola alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-17	957	1995-06-30
GQ376033	244254	Drosophila bunnanda	Drosophila bunnanda alcohol dehydrogenase (ADH) gene, partial cds.	2009-08-03	410	2009-08-02
AB261139	66368	Drosophila guttifera	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.	2007-11-03	845	2007-11-03
AB932657	30031	Drosophila ornatifrons	Drosophila ornatifrons Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	824	2014-10-26
AB932665	119223	Drosophila orientacea	Drosophila orientacea Adh gene for alcohol dehydrogenase, partial cds.	2015-01-14	857	2015-01-14
AB932675	95625	Drosophila subpalustris	Drosophila subpalustris Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	849	2014-10-26
M37262	7262	Drosophila affinidisjuncta	D.affinidisjuncta alcohol dehydrogenase (adh) gene, exons 1-4.	2006-11-14	3886	1990-09-07
U95253	7260	Drosophila willistoni	Drosophila willistoni W3L alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1172	1999-01-06
X57375	7245	Drosophila yakuba	Drosophila yakuba (individual k) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
AB033643	7221	Drosophila funebris	Drosophila funebris Adh mRNA for alcohol dehydrogenase, partial cds.	2006-07-17	711	1999-11-16
AB932649	106246	Drosophila brachynephros	Drosophila brachynephros Adh gene for alcohol dehydrogenase, partial cds.	2015-01-14	1100	2015-01-14
U26846	7244	Drosophila virilis	Drosophila virilis alcohol dehydrogenase (Adh-1) gene, complete cds.	2006-11-14	13087	1995-06-22
U76468	54075	Drosophila eohydei	Drosophila eohydei alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	2005-04-18	899	1996-11-19
X57369	7245	Drosophila yakuba	Drosophila yakuba (individual e) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
AB033641	30041	Drosophila polychaeta	Drosophila polychaeta Adh mRNA for alcohol dehydrogenase, partial cds.	2006-07-17	711	1999-11-16
AB932656	7221	Drosophila funebris	Drosophila funebris Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	845	2014-10-26
AB932658	66368	Drosophila guttifera	Drosophila guttifera Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	845	2014-10-26
AB932667	7283	Drosophila phalerata	Drosophila phalerata Adh gene for alcohol dehydrogenase, partial cds.	2014-10-26	822	2014-10-26
AF260697	7231	Drosophila mulleri	Drosophila mulleri alcohol dehydrogenase-related protein gene, partial cds.	2005-04-15	463	2000-09-20
EU532131	529088	Drosophila tropicalis tropicalis	Drosophila tropicalis tropicalis alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	560	2010-01-21
KM016466	7240	Drosophila simulans	Drosophila simulans isolate KY03 alcohol dehydrogenase-related gene, intron.	2014-09-24	476	2014-09-24
LC578831	95623	Drosophila palustris	Drosophila palustris Adh gene for alcohol dehydrogenase, partial cds.	2022-04-25	706	2022-04-03
EU532132	529087	Drosophila tropicalis cubana	Drosophila tropicalis cubana alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	590	2010-01-21
U95255	7260	Drosophila willistoni	Drosophila willistoni Atlixco alcohol dehydrogenase (Adh) gene, complete cds.	2005-04-18	1174	1999-01-06
U26840	40369	Drosophila lacicola	Drosophila lacicola alcohol dehydrogenase (Adh-2) gene, complete cds.	2005-04-17	957	1995-06-30
X57373	7245	Drosophila yakuba	Drosophila yakuba (individual i) Adh gene for alcohol dehydrogenase	2006-11-14	975	1991-07-17
AB154542	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh01.	2005-04-14	683	2004-04-01
AB154550	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh09.	2005-04-14	686	2004-04-01
AB154556	30033	Drosophila kikkawai	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh15.	2005-04-14	686	2004-04-01
AY095949	7283	Drosophila phalerata	Drosophila phalerata isolate pha3 alcohol dehydrogenase (Adh) gene, partial cds.	2008-12-16	430	2003-05-01
AY335197	46791	Drosophila sucinea	Drosophila sucinea clone Dsuc3 alcohol dehydrogenase (Adh) gene, partial cds.	2005-04-16	781	2003-12-31
DQ471615	381448	Drosophila angor	Drosophila angor strain E132 alcohol dehydrogenase (Adh) gene, partial cds.	2006-07-20	711	2006-07-20
EU532127	46793	Drosophila paulistorum	Drosophila paulistorum from Guyana alcohol dehydrogenase (Adh) gene, partial cds.	2010-01-21	587	2010-01-21
JX455218	7240	Drosophila simulans	Drosophila simulans isolate HW49 alcohol dehydrogenase (Adhr) gene, intron 1.	2014-01-02	480	2012-09-03
